344	400431
344	412781
344	413513
344	427413
344	435632
344	438079
344	441932
344	446922
344	447276
344	462073
344	462096
344	465499
344	470292
344	474801
344	479085
344	479372
344	512697
344	513173
344	514533
344	532936
345	109402
345	267295
345	348110
345	390296
345	461249
345	476508
347	7575
347	72168
347	150839
347	151582
347	163304
347	164925
347	189548
347	209035
347	214834
347	239625
347	247110
347	259805
347	347049
347	490421
347	490845
347	533538
349	37216
349	220969
349	340505
349	535818
349	543799
350	20601
350	78170
350	285520
350	446330
351	224318
351	395692
352	390199
353	187690
354	23661
354	40797
354	196934
354	274310
354	514326
358	47632
358	97988
358	267454
358	276137
358	370026
358	428694
358	445342
359	88388
359	335784
359	356512
359	429320
359	479351
359	499471
360	109154
360	349248
360	379260
360	383009
362	132290
362	232207
362	315456
362	433487
362	471549
362	471551
362	471552
363	366
363	2249
363	179872
363	286571
363	339819
363	420407
363	518925
364	3173
364	49522
364	311886
364	428179
365	15835
365	146930
365	377973
365	381230
366	2249
366	20880
366	154675
366	173406
366	179871
366	179872
366	286573
366	339819
366	388255
366	420407
366	518925
366	518930
366	542387
367	67749
367	208683
367	345756
367	493239
369	122701
369	182101
369	249335
369	272478
369	296398
369	296399
369	296401
369	344160
369	364682
369	398287
369	463267
369	498503
369	530176
369	539970
370	496539
371	272478
371	296398
372	232843
374	188562
374	344415
374	457356
374	480839
376	37854
376	165173
376	184638
376	286458
376	300230
376	329614
376	526841
376	529883
376	541110
377	313739
377	318861
377	351976
379	142997
379	170019
379	192179
379	498505
379	546620
382	27385
382	333076
382	357356
382	529366
385	29466
385	58758
385	415771
385	416769
385	470610
385	480776
386	2354
386	144042
386	199948
390	132571
390	183443
390	252589
390	389397
390	529131
391	108462
391	512644
392	82314
392	95778
392	232607
392	308438
392	310672
392	352359
392	353027
392	450133
393	33068
393	37024
393	65858
393	70352
393	75474
393	85179
393	110167
393	117646
393	138333
393	168657
393	235469
393	318455
393	323071
393	345489
393	372945
393	388731
393	420630
393	488057
393	517644
395	46295
395	203216
395	417281
396	123642
396	216151
396	226877
396	243410
396	377805
396	465509
396	514683
396	523484
397	18869
397	22210
397	386581
398	48655
398	132572
398	148166
398	224844
398	404876
399	98860
399	232015
399	239254
399	531353
401	102678
401	361633
401	426137
401	441386
403	157875
403	201021
403	201022
403	201023
403	361614
403	361617
404	153382
404	157177
404	412859
404	475707
405	91716
405	291777
405	404202
405	531140
408	17854
408	69519
408	73780
408	76381
408	120838
408	123718
408	141744
408	173328
408	198409
408	212097
408	219571
408	238719
408	257609
408	281117
408	293442
408	295349
408	323974
408	341668
408	417072
408	430741
408	437175
408	453261
408	467235
408	477082
408	527065
408	527744
408	541452
409	30463
409	54826
409	57869
409	76959
409	161083
409	379588
409	425485
409	540068
411	25558
411	111832
411	172588
411	172609
411	536250
411	536254
413	8635
413	51227
413	67796
413	83213
413	97542
413	153359
413	169809
413	220193
413	233810
413	262020
413	325006
413	427096
413	445663
413	480022
413	493470
414	31823
414	265606
414	362149
414	363232
414	410079
414	501100
418	82079
418	319831
418	367957
418	468633
420	8390
420	28954
420	144552
420	318889
420	328593
422	170849
422	451122
422	535138
423	4497
423	148152
423	349662
423	397672
423	421105
423	445021
424	317710
425	119433
425	120533
425	149347
425	442820
426	21074
426	56894
426	57083
426	60296
426	149402
426	229323
426	273452
426	290644
426	298109
426	335707
426	339027
426	363243
426	369697
426	387009
426	412325
426	468631
426	504224
426	524463
431	414727
434	32499
434	40152
434	50733
434	424320
435	26279
435	140443
435	197025
435	240570
435	247123
435	285244
435	379703
435	411789
435	471853
435	473040
435	530558
437	143610
437	323055
437	466885
439	199628
439	211042
439	317053
439	360318
439	440418
441	218444
441	350732
441	383047
442	80452
442	132282
442	147120
442	261864
442	331697
442	374856
442	410311
442	424732
442	436936
442	444980
442	446495
442	459662
442	524878
443	30669
443	128705
443	139954
443	185636
443	216567
444	442848
444	526479
448	28123
448	52713
448	55701
448	56684
448	75848
448	80796
448	104366
448	114138
448	131874
448	154321
448	158327
448	203546
448	260305
448	334420
448	334588
448	338300
448	362528
448	366149
448	375133
448	389968
448	396362
448	410087
448	455467
448	471848
448	475036
448	504629
448	519832
448	520877
448	525658
450	16918
450	32132
450	56540
450	73811
450	186396
450	251637
450	282321
450	350181
450	379911
450	456631
451	364283
451	379763
453	11551
453	37851
453	148367
453	377970
453	379264
